,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntCoke,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
1097,10245,1986,D3,Lajang,80910000.0,0,0,31-10-2012,71,160000,80000,369000,67000,39000,41000,1,3,3,8,1,0,0,0,0,0,0,3,11,0
1098,1109,1982,S2,Bertunangan,27590000.0,1,0,23-04-2013,38,6000,0,5000,0,0,1000,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1099,6001,1979,S1,Menikah,56775000.0,0,1,02-01-2013,62,614000,35000,160000,58000,35000,35000,2,5,8,10,5,0,0,0,0,0,0,3,11,0
1100,5538,1975,S1,Cerai,83829000.0,0,0,08-10-2013,78,897000,161000,430000,186000,161000,27000,0,4,7,6,1,1,0,1,1,0,0,3,11,1
1101,10552,1979,D3,Menikah,54210000.0,0,1,20-05-2013,18,70000,54000,109000,80000,9000,45000,2,4,1,7,5,0,0,0,0,0,0,3,11,0
1102,1545,1986,S1,Menikah,38508000.0,1,0,02-08-2013,95,120000,19000,206000,25000,19000,54000,6,7,2,5,8,0,0,0,0,0,0,3,11,0
1103,7409,1970,S1,Bertunangan,53187000.0,1,0,26-10-2013,66,211000,2000,30000,7000,7000,10000,2,4,1,6,5,0,0,0,0,0,0,3,11,0
1104,4444,1972,S1,Menikah,30023000.0,1,0,24-03-2014,28,11000,0,16000,7000,6000,21000,1,2,0,3,8,0,0,0,0,0,0,3,11,0
1105,146,1960,S3,Lajang,76045000.0,0,0,15-11-2013,78,760000,53000,400000,17000,93000,0,1,4,5,11,2,0,0,0,1,0,0,3,11,0
1106,6271,1952,S3,Menikah,50870000.0,0,1,19-06-2014,13,53000,0,8000,0,0,2000,1,2,0,3,5,0,0,0,0,0,0,3,11,0
1107,10065,1970,D3,Menikah,15315000.0,0,0,03-08-2013,27,7000,4000,13000,15000,8000,17000,2,2,0,4,5,0,0,0,0,0,0,3,11,0
1108,4741,1974,D3,Menikah,65463000.0,1,0,30-01-2014,17,391000,32000,70000,21000,32000,16000,2,6,2,9,5,0,1,0,0,0,0,3,11,0
1109,246,1965,S1,Menikah,66480000.0,1,1,31-05-2014,71,199000,9000,57000,20000,21000,6000,7,4,1,7,4,0,0,0,0,0,0,3,11,0
1110,375,1954,S1,Cerai,76773000.0,0,0,25-02-2013,79,516000,56000,449000,86000,33000,16000,1,2,2,11,1,0,0,0,0,0,0,3,11,0
1111,1524,1983,D3,Lajang,81698000.0,0,0,01-03-2013,1,709000,45000,115000,30000,160000,45000,1,8,2,5,5,0,0,0,1,0,0,3,11,1
1112,10022,1973,S3,Lajang,54466000.0,1,1,09-02-2014,78,12000,0,4000,0,0,0,1,1,0,2,5,0,0,0,0,0,0,3,11,0
1113,7451,1960,S2,Lajang,98777000.0,0,0,17-02-2014,23,1000000,19000,711000,125000,115000,38000,0,4,6,9,1,0,1,0,0,0,0,3,11,0
1114,11010,1984,S3,Lajang,16269000.0,1,0,30-08-2013,75,19000,3000,18000,3000,1000,0,3,3,0,3,8,0,0,0,0,0,0,3,11,0
1115,4356,1971,S1,Bertunangan,71819000.0,0,1,28-08-2013,70,1224000,28000,140000,0,14000,168000,3,3,3,5,6,0,1,1,0,0,0,3,11,0
1116,3885,1983,S3,Menikah,33569000.0,1,0,16-10-2013,10,16000,2000,18000,3000,0,24000,1,1,1,2,8,1,0,0,0,0,0,3,11,1
1117,1175,1983,S2,Menikah,36262000.0,0,0,20-09-2013,24,88000,39000,54000,64000,28000,153000,1,3,5,3,6,1,0,0,0,0,0,3,11,1
1118,880,1966,SMA,Bertunangan,22634000.0,0,0,16-01-2013,47,2000,23000,11000,8000,6000,46000,1,2,1,2,8,0,0,0,0,0,0,3,11,0
1119,2320,1978,D3,Menikah,47025000.0,0,1,12-09-2013,98,508000,11000,59000,23000,5000,29000,5,11,1,6,9,0,0,0,0,0,0,3,11,0
1120,850,1968,S1,Lajang,70566000.0,0,1,06-10-2013,4,381000,28000,215000,84000,28000,21000,2,6,5,9,3,0,0,0,0,0,0,3,11,0
1121,4713,1979,S3,Menikah,31605000.0,1,0,22-11-2012,15,74000,0,42000,2000,1000,6000,2,2,1,4,7,0,0,0,0,0,0,3,11,0
1122,675,1973,S2,Cerai,52034000.0,1,1,17-05-2013,67,146000,0,93000,7000,13000,73000,5,4,2,5,7,0,0,0,0,0,0,3,11,0
1123,5025,1979,S1,Lajang,48526000.0,1,0,24-12-2013,32,23000,17000,23000,43000,20000,9000,1,2,1,4,3,0,0,0,0,0,0,3,11,0
1124,2308,1954,S1,Menikah,46734000.0,0,1,18-11-2012,40,110000,5000,137000,26000,23000,29000,2,6,1,5,7,0,0,0,0,0,0,3,11,0
1125,5995,1962,S1,Cerai,39552000.0,1,1,18-12-2012,54,165000,3000,147000,4000,24000,41000,7,6,2,5,8,0,0,0,0,0,0,3,11,1
1126,6749,1966,S1,Lajang,86358000.0,1,1,08-08-2012,78,957000,47000,494000,82000,47000,95000,4,5,3,6,8,0,0,0,0,0,0,3,11,0
1127,1010,1977,S1,Bertunangan,46931000.0,2,1,24-04-2014,94,41000,0,17000,3000,1000,16000,2,1,1,3,3,0,0,0,0,0,0,3,11,0
1128,8977,1985,SMA,Lajang,16581000.0,0,0,12-01-2013,51,1000,3000,4000,2000,3000,11000,1,0,0,3,4,0,0,0,0,0,0,3,11,0
1129,4756,1952,D3,Cerai,63998000.0,0,0,20-12-2013,42,176000,29000,818000,0,33000,112000,1,7,6,11,4,0,0,0,0,0,0,3,11,1
1130,3412,1951,S2,Menikah,67381000.0,0,1,15-01-2013,67,815000,8000,53000,11000,0,70000,4,2,2,9,7,0,1,0,0,0,0,3,11,0
1131,606,1967,S1,Lajang,25930000.0,1,1,10-10-2013,87,6000,1000,2000,2000,0,4000,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1132,5961,1978,S1,Menikah,42693000.0,1,0,07-06-2014,29,8000,4000,20000,6000,3000,16000,1,1,0,3,5,0,0,0,0,0,0,3,11,0
1133,2975,1976,S1,Bertunangan,85606000.0,0,1,12-11-2012,89,717000,42000,864000,219000,30000,84000,2,6,7,9,3,0,0,0,1,0,0,3,11,0
1134,2894,1985,S1,Lajang,72903000.0,0,0,29-10-2013,74,1067000,138000,750000,0,19000,39000,1,7,5,8,4,0,1,1,1,0,0,3,11,1
1135,7613,1974,D3,Bertunangan,49669000.0,1,0,24-05-2014,97,166000,5000,107000,11000,8000,29000,2,5,1,6,6,0,0,0,0,0,0,3,11,0
1136,10542,1968,S3,Menikah,36778000.0,1,1,05-08-2012,63,29000,4000,34000,2000,4000,4000,3,3,0,3,9,0,0,0,0,0,0,3,11,0
1137,8015,1962,S3,Cerai,85696000.0,0,0,03-05-2013,88,714000,76000,395000,116000,0,12000,1,4,6,9,1,0,0,0,0,0,0,3,11,1
1138,10617,1989,S2,Cerai,10979000.0,0,0,22-05-2014,34,8000,4000,10000,2000,2000,4000,2,3,0,3,5,0,0,0,0,0,0,3,11,0
1139,11166,1961,S1,Menikah,49678000.0,0,1,02-02-2013,81,229000,5000,56000,3000,2000,20000,2,6,2,4,7,0,0,0,0,0,0,3,11,0
1140,849,1953,S2,Bertunangan,56129000.0,0,1,20-06-2013,65,320000,48000,133000,39000,72000,48000,4,6,2,10,4,0,0,0,0,0,0,3,11,0
1141,523,1989,S1,Menikah,37155000.0,1,0,31-01-2013,51,23000,0,26000,7000,15000,3000,1,2,0,4,5,0,0,0,0,0,0,3,11,0
1142,4066,1978,D3,Cerai,21282000.0,1,0,11-05-2014,76,1000,5000,8000,4000,8000,20000,2,2,1,2,6,0,0,0,0,0,0,3,11,0
1143,8414,1962,S3,Lajang,33419000.0,0,1,17-08-2013,76,56000,0,12000,0,0,18000,2,2,0,4,7,0,0,0,0,0,0,3,11,0
1144,819,1945,S1,Janda,63285000.0,0,0,05-11-2013,84,508000,124000,249000,50000,38000,134000,1,6,5,13,3,0,0,0,0,0,0,3,11,0
1145,4961,1974,S2,Bertunangan,21255000.0,1,0,21-01-2014,56,29000,0,25000,2000,2000,3000,4,2,1,4,4,0,0,0,0,0,0,3,11,0
1146,749,1981,S1,Bertunangan,42162000.0,1,0,19-11-2013,31,46000,7000,59000,2000,4000,27000,2,3,1,3,6,1,0,0,0,0,0,3,11,1
1147,5430,1956,S1,Bertunangan,54450000.0,1,1,14-09-2012,0,454000,0,171000,8000,19000,32000,12,9,2,8,8,0,0,0,0,0,0,3,11,0
1148,7755,1954,S3,Menikah,57744000.0,0,1,12-11-2013,91,350000,3000,39000,0,0,19000,2,9,1,4,8,0,0,0,0,0,0,3,11,0
1149,10525,1986,S1,Lajang,26576000.0,1,0,13-10-2012,40,10000,0,8000,0,0,9000,1,1,0,2,9,1,0,0,0,0,0,3,11,1
1150,1453,1943,S3,Janda,57513000.0,0,0,06-07-2013,59,735000,40000,183000,52000,20000,30000,2,9,3,13,6,0,0,0,0,0,0,3,11,0
1151,8310,1964,S1,Bertunangan,68142000.0,0,1,29-08-2012,96,897000,126000,196000,91000,112000,37000,3,10,4,7,6,0,0,0,0,0,0,3,11,0
1152,10710,1979,S1,Menikah,7500000.0,0,1,29-08-2012,61,5000,2000,3000,3000,0,5000,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1153,5031,1974,S1,Bertunangan,83145000.0,0,0,22-09-2012,14,777000,35000,731000,39000,137000,114000,1,5,9,11,2,0,0,1,0,0,0,3,11,1
1154,2613,1960,S2,Menikah,54197000.0,0,1,03-04-2014,16,162000,6000,37000,6000,13000,13000,2,1,3,6,1,0,0,0,0,0,0,3,11,0
1155,213,1963,S3,Lajang,23091000.0,1,1,28-05-2014,98,35000,0,11000,0,0,2000,4,2,1,3,7,0,0,0,0,0,0,3,11,0
1156,967,1976,S1,Menikah,46049000.0,1,1,21-07-2013,11,342000,9000,112000,19000,14000,19000,10,5,2,9,7,0,0,0,0,0,0,3,11,1
1157,1077,1974,S1,Bertunangan,56715000.0,0,0,05-12-2012,52,258000,105000,239000,237000,172000,9000,1,7,3,4,4,0,0,0,0,0,0,3,11,0
1158,7959,1961,S1,Menikah,79410000.0,0,0,29-05-2014,19,658000,80000,483000,123000,13000,13000,1,3,2,5,1,0,0,0,0,0,0,3,11,0
1159,640,1951,S1,Menikah,57304000.0,0,1,11-03-2013,61,356000,80000,329000,138000,17000,106000,2,7,6,10,5,0,0,0,0,0,0,3,11,0
1160,4252,1965,S1,Menikah,44375000.0,0,1,23-03-2014,73,213000,5000,28000,7000,7000,41000,1,4,1,6,5,0,0,0,0,0,0,3,11,0
1161,8432,1956,S1,Bertunangan,54450000.0,1,1,14-09-2012,0,454000,0,171000,8000,19000,32000,12,9,2,8,8,0,0,0,0,0,0,3,11,0
1162,6218,1965,S1,Menikah,59594000.0,0,1,20-10-2012,74,457000,4000,29000,0,0,9000,1,8,1,7,7,0,1,0,0,0,0,3,11,0
1163,6905,1994,S1,Bertunangan,80685000.0,0,0,22-08-2012,55,241000,45000,604000,34000,26000,54000,1,6,4,10,2,0,0,0,0,0,0,3,11,0
1164,5922,1974,S3,Menikah,40344000.0,0,1,13-10-2013,48,210000,0,6000,0,0,2000,2,4,1,5,7,0,0,0,0,0,0,3,11,0
1165,3598,1972,S1,Menikah,62710000.0,0,1,23-05-2013,53,441000,35000,83000,7000,29000,11000,4,4,2,12,4,0,0,0,0,0,0,3,11,0
1166,6116,1968,D3,Menikah,48985000.0,0,1,05-07-2013,13,19000,13000,18000,10000,7000,8000,1,1,1,3,3,0,0,0,0,0,0,3,11,0
1167,6263,1968,S1,Bertunangan,35322000.0,1,2,22-08-2012,34,28000,9000,37000,12000,7000,13000,3,2,0,4,8,0,0,0,0,0,0,3,11,0
1168,10486,1948,S1,Menikah,77142000.0,0,0,29-05-2013,54,476000,75000,162000,29000,151000,97000,1,4,4,8,2,0,0,0,0,0,0,3,11,0
1169,2410,1969,S1,Lajang,81657000.0,0,0,22-01-2014,69,364000,40000,425000,158000,60000,50000,1,3,4,8,1,0,0,0,0,0,0,3,11,0
1170,193,1996,SMA,Menikah,14421000.0,0,0,17-02-2014,81,0,0,2000,3000,3000,8000,1,1,0,2,5,1,0,0,0,0,0,3,11,0
1171,3363,1974,D3,Menikah,20130000.0,0,0,17-03-2014,99,0,6000,3000,7000,6000,12000,1,1,0,3,8,0,0,0,0,0,0,3,11,0
1172,8278,1990,S3,Menikah,74214000.0,0,0,26-08-2012,3,863000,83000,547000,86000,99000,33000,1,8,2,5,5,0,0,0,0,0,0,3,11,0
1173,10660,1957,S2,Menikah,66726000.0,1,1,12-01-2014,61,349000,7000,35000,0,0,47000,3,8,2,4,7,0,1,0,0,0,0,3,11,0
1174,8686,1979,SMA,Bertunangan,23724000.0,1,0,08-01-2013,65,5000,23000,15000,0,18000,14000,2,2,0,3,8,0,0,0,0,0,0,3,11,0
1175,1604,1960,S2,Menikah,47353000.0,0,1,13-11-2013,93,184000,2000,19000,8000,8000,4000,3,2,2,6,5,0,0,0,0,0,0,3,11,0
1176,5907,1952,S2,Menikah,33444000.0,1,1,03-11-2012,24,8000,0,8000,0,0,2000,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1177,10669,1981,S1,Menikah,54386000.0,0,1,17-05-2013,8,277000,21000,64000,62000,21000,25000,2,3,2,10,3,0,0,0,0,0,0,3,11,0
1178,2918,1981,S1,Cerai,28510000.0,1,1,13-04-2013,72,44000,5000,19000,0,4000,19000,3,2,0,4,5,0,0,0,0,0,0,3,11,0
1179,5735,1991,S2,Lajang,90638000.0,0,0,13-02-2014,29,1156000,120000,915000,94000,144000,96000,1,3,4,10,1,0,0,1,0,0,0,3,11,0
1180,359,1950,S1,Bertunangan,48070000.0,0,1,13-01-2013,33,373000,14000,83000,6000,9000,19000,3,8,2,6,7,0,0,0,0,0,1,3,11,0
1181,8387,1957,S1,Menikah,43140000.0,0,1,05-01-2013,68,134000,8000,76000,6000,0,11000,1,4,1,5,6,0,0,0,0,0,0,3,11,0
1182,1829,1961,S3,Cerai,54959000.0,0,1,19-01-2013,55,1148000,0,60000,0,0,24000,3,9,5,4,7,0,1,0,0,0,0,3,11,1
1183,3839,1958,SMA,Lajang,15056000.0,1,1,03-05-2013,76,6000,12000,3000,21000,6000,40000,5,2,2,3,5,0,0,0,0,0,0,3,11,0
1184,9392,1971,S1,Lajang,26954000.0,1,0,08-05-2014,17,4000,1000,11000,0,0,1000,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1185,2292,1985,S1,Lajang,22327000.0,1,0,02-08-2013,94,5000,4000,8000,2000,0,5000,1,1,0,3,5,0,0,0,0,0,0,3,11,0
1186,10466,1965,S1,Menikah,44393000.0,1,1,22-08-2013,86,24000,2000,20000,2000,2000,10000,2,1,0,4,4,0,0,0,0,0,0,3,11,0
1187,9855,1952,S3,Lajang,62000000.0,0,1,25-08-2013,25,899000,0,101000,0,0,20000,1,6,6,13,4,0,0,0,1,0,0,3,11,0
1188,4088,1962,S3,Bertunangan,31497000.0,0,1,06-12-2012,22,108000,1000,28000,13000,1000,4000,2,3,1,4,8,0,0,0,0,0,0,3,11,0
1189,5231,1974,D3,Menikah,45894000.0,0,2,27-02-2014,15,27000,2000,7000,0,2000,13000,1,1,0,3,5,0,0,0,0,0,0,3,11,0
1190,590,1970,S2,Cerai,78579000.0,0,0,22-12-2012,35,816000,66000,549000,216000,66000,99000,1,5,6,4,3,0,0,0,0,0,0,3,11,1
1191,8732,1969,S2,Janda,67369000.0,0,1,17-11-2012,81,1298000,0,70000,37000,14000,42000,4,7,4,10,4,0,1,1,0,0,0,3,11,1
1192,2315,1960,S1,Cerai,58401000.0,0,1,20-04-2014,55,10000,0,11000,17000,29000,29000,1,1,2,2,4,0,0,0,0,0,0,3,11,0
1193,3515,1952,S1,Lajang,62307000.0,0,1,17-02-2014,94,87000,13000,34000,10000,6000,10000,1,4,0,4,5,0,0,0,0,0,0,3,11,0
1194,2245,1969,S2,Menikah,43641000.0,1,1,22-04-2013,50,57000,2000,51000,4000,2000,23000,3,2,1,4,6,0,0,0,0,0,0,3,11,0
1195,6283,1968,S2,Cerai,63841000.0,0,1,21-04-2013,64,635000,15000,100000,20000,7000,131000,1,9,3,9,6,0,0,0,0,0,0,3,11,0
1196,2246,1965,D3,Menikah,46891000.0,0,1,01-09-2013,91,43000,12000,23000,29000,15000,61000,1,2,1,4,4,0,0,0,0,0,0,3,11,0
1197,6606,1969,S2,Menikah,70091000.0,1,0,31-03-2013,11,964000,34000,137000,15000,0,11000,2,5,2,10,8,0,1,0,0,0,0,3,11,0
1198,5545,1972,S3,Menikah,78075000.0,0,0,05-04-2014,72,572000,8000,259000,34000,35000,80000,1,3,5,5,1,0,0,0,0,0,0,3,11,0
1199,7342,1961,D3,Janda,59184000.0,0,1,09-09-2012,6,341000,142000,113000,259000,151000,66000,3,6,6,12,5,0,0,0,0,0,0,3,11,0
1200,837,1977,S1,Menikah,54809000.0,1,1,11-09-2013,0,63000,6000,57000,13000,13000,22000,4,2,1,5,4,0,0,0,0,0,0,3,11,0
1201,9500,1959,S1,Menikah,58113000.0,0,1,25-01-2013,66,221000,104000,169000,102000,78000,84000,3,9,2,8,7,0,0,0,0,0,1,3,11,0
1202,3602,1958,S2,Menikah,51412000.0,0,1,31-12-2013,42,140000,3000,29000,4000,5000,14000,2,3,2,4,4,0,0,0,0,0,0,3,11,0
1203,234,1979,S1,Cerai,15287000.0,1,0,10-10-2012,60,1000,2000,8000,4000,3000,13000,2,1,1,2,7,1,0,0,0,0,0,3,11,1
1204,2995,1957,S2,Bertunangan,66636000.0,0,0,17-08-2013,64,291000,10000,689000,84000,10000,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0
1205,1118,1956,S2,Menikah,50965000.0,0,1,20-02-2013,87,544000,13000,85000,8000,6000,29000,3,10,4,5,8,1,0,0,0,0,0,3,11,0
1206,7789,1965,S3,Menikah,84618000.0,0,0,22-11-2013,96,684000,100000,801000,21000,66000,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0
1207,3068,1990,S1,Menikah,18351000.0,0,0,29-10-2013,1,1000,12000,9000,0,14000,7000,1,2,0,3,7,0,0,0,0,0,0,3,11,0
1208,8955,1957,S3,Bertunangan,40451000.0,0,2,16-02-2014,54,35000,0,4000,0,0,10000,1,1,1,2,5,1,0,0,0,0,0,3,11,0
1209,945,1965,S1,Bertunangan,36317000.0,0,1,22-05-2013,53,87000,3000,25000,3000,2000,13000,2,3,0,4,7,0,0,0,0,0,0,3,11,0
1210,5644,1957,S1,Bertunangan,42213000.0,0,1,12-10-2013,96,309000,3000,24000,4000,3000,20000,2,5,1,7,7,0,1,0,0,0,0,3,11,0
1211,7192,1955,S1,Bertunangan,65748000.0,0,1,15-04-2013,58,172000,73000,93000,95000,78000,34000,2,2,4,10,1,0,0,0,0,0,1,3,11,0
1212,2324,1972,S1,Bertunangan,77044000.0,0,1,27-10-2013,12,625000,38000,242000,50000,34000,76000,2,7,11,11,4,1,0,0,0,0,0,3,11,0
1213,697,1969,S1,Bertunangan,74918000.0,0,0,12-03-2013,78,972000,59000,913000,25000,19000,59000,1,5,9,6,3,0,0,1,0,0,0,3,11,0
1214,3439,1972,S1,Menikah,56721000.0,1,1,31-10-2012,64,157000,6000,39000,6000,13000,75000,5,4,1,5,6,0,0,0,0,0,0,3,11,0
1215,1506,1975,S1,Lajang,42160000.0,1,1,28-06-2013,26,48000,9000,45000,3000,15000,20000,4,2,1,4,6,0,0,0,0,0,0,3,11,1
1216,232,1965,S1,Lajang,61559000.0,0,1,17-07-2013,8,279000,83000,88000,32000,14000,34000,1,4,2,10,3,0,0,0,0,0,0,3,11,0
1217,8876,1963,S3,Bertunangan,33629000.0,1,1,08-08-2012,49,132000,0,16000,0,0,4000,5,3,1,4,9,0,0,0,0,0,0,3,11,0
1218,4500,1991,S3,Bertunangan,68682000.0,0,0,06-10-2013,56,919000,0,505000,99000,30000,45000,1,4,9,10,2,0,0,0,0,0,0,3,11,0
1219,9739,1963,S1,Lajang,34377000.0,0,1,19-01-2013,55,62000,0,22000,3000,1000,26000,2,2,2,2,7,0,0,0,0,0,0,3,11,0
1220,10395,1986,SMA,Lajang,8940000.0,1,0,22-08-2012,25,1000,45000,3000,4000,6000,42000,3,3,1,3,8,0,0,0,0,0,0,3,11,0
1221,1176,1973,S1,Menikah,26228000.0,1,0,22-09-2013,50,2000,6000,4000,3000,1000,9000,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1222,1627,1957,D3,Cerai,77297000.0,0,0,26-01-2013,84,408000,61000,109000,48000,122000,41000,1,5,7,9,4,0,0,0,1,0,0,3,11,0
1223,938,1981,S1,Menikah,40211000.0,1,1,30-07-2013,30,51000,1000,7000,2000,1000,25000,2,2,1,2,8,1,0,0,0,0,0,3,11,0
1224,2740,1958,S3,Janda,33438000.0,1,1,22-09-2013,81,62000,1000,16000,3000,2000,6000,4,2,1,4,5,0,0,0,0,0,0,3,11,0
1225,257,1959,S3,Menikah,75032000.0,0,1,28-04-2013,74,952000,12000,180000,47000,12000,12000,2,5,4,9,3,0,0,0,0,0,0,3,11,0
1226,4058,1955,S3,Lajang,61284000.0,0,0,12-10-2013,76,618000,15000,106000,20000,7000,45000,1,11,2,8,6,0,1,0,0,0,0,3,11,0
1227,7736,1986,S1,Menikah,22518000.0,1,0,22-10-2012,36,11000,7000,12000,2000,2000,27000,2,2,1,2,5,1,0,0,0,0,0,3,11,1
1228,8210,1975,S2,Menikah,54730000.0,0,1,15-08-2013,64,318000,3000,17000,4000,7000,56000,5,4,1,8,4,0,0,0,0,0,0,3,11,0
1229,833,1955,S2,Menikah,38452000.0,1,1,30-03-2014,62,56000,0,14000,0,0,2000,3,3,0,3,7,0,0,0,0,0,0,3,11,0
1230,6230,1971,S1,Cerai,44421000.0,1,1,15-02-2013,53,110000,5000,59000,7000,1000,7000,5,5,0,4,8,0,0,0,0,0,0,3,11,0
1231,7325,1986,S3,Bertunangan,38197000.0,1,0,29-06-2013,86,23000,0,11000,2000,1000,3000,1,1,0,3,5,0,0,0,0,0,0,3,11,0
1232,1307,1978,S1,Cerai,41986000.0,0,1,09-02-2014,15,27000,5000,8000,8000,3000,12000,3,3,0,4,4,0,0,0,0,0,0,3,11,0
1233,1502,1983,S1,Bertunangan,28427000.0,1,0,21-03-2013,67,18000,3000,19000,3000,3000,6000,2,2,0,3,8,0,0,0,0,0,0,3,11,0
1234,6211,1976,S3,Bertunangan,37395000.0,1,0,02-05-2014,47,18000,0,9000,0,1000,11000,1,1,0,3,6,0,0,0,0,0,0,3,11,0
1235,843,1971,S1,Menikah,64722000.0,1,0,26-05-2014,47,303000,0,280000,60000,147000,15000,4,8,2,11,6,0,0,0,0,0,0,3,11,0
1236,4174,1956,S2,Bertunangan,55249000.0,0,1,17-04-2014,81,97000,1000,19000,2000,0,11000,1,2,1,4,3,0,0,0,0,0,0,3,11,0
1237,9757,1972,S1,Bertunangan,84906000.0,0,0,04-10-2013,98,997000,15000,414000,99000,30000,76000,1,5,6,12,2,0,1,1,0,1,0,3,11,0
1238,6918,1989,S1,Menikah,28691000.0,1,0,04-07-2013,56,5000,4000,13000,8000,0,4000,1,1,0,3,8,0,0,0,0,0,0,3,11,0
1239,286,1952,S1,Lajang,44213000.0,1,1,29-11-2013,48,95000,11000,35000,0,4000,7000,4,2,1,5,6,0,0,0,0,0,0,3,11,0
1240,11086,1984,SMA,Lajang,25707000.0,1,0,18-01-2014,18,1000,6000,2000,3000,6000,3000,1,1,0,3,7,0,0,0,0,0,0,3,11,0
1241,1921,1967,S3,Menikah,59062000.0,2,1,03-10-2013,74,46000,1000,12000,3000,0,9000,2,2,0,3,4,0,0,0,0,0,0,3,11,0
1242,4138,1962,S1,Lajang,76624000.0,0,1,24-05-2014,68,411000,106000,147000,54000,115000,66000,1,5,10,7,1,1,0,0,0,0,0,3,11,0
1243,7718,1947,S2,Bertunangan,66000000.0,0,0,20-04-2014,36,244000,51000,270000,101000,0,45000,1,1,3,5,1,0,0,0,0,0,0,3,11,0
1244,1291,1978,S3,Bertunangan,27683000.0,1,0,04-08-2012,90,152000,9000,121000,12000,12000,45000,4,6,2,4,8,0,0,0,0,0,0,3,11,0
1245,6862,1971,S1,Cerai,1730000.0,0,0,18-05-2014,65,1000,1000,3000,1000,1000,1000,15,0,0,0,20,0,0,0,0,0,0,3,11,0
1246,4136,1992,SMA,Lajang,7500000.0,1,0,03-12-2012,63,10000,17000,18000,8000,26000,40000,4,3,2,2,9,0,0,0,0,0,0,3,11,0
1247,803,1968,S1,Bertunangan,40521000.0,1,1,05-04-2013,82,12000,0,5000,0,0,4000,1,0,1,2,5,0,0,0,0,0,0,3,11,0
1248,4298,1973,S3,Bertunangan,20427000.0,1,0,24-03-2014,63,5000,0,4000,0,0,1000,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1249,10833,1975,S1,Menikah,65106000.0,0,1,24-05-2014,55,790000,19000,133000,12000,0,19000,3,8,3,13,6,0,1,0,0,0,0,3,11,0
1250,9606,1965,S3,Menikah,69969000.0,0,0,27-08-2013,64,882000,29000,514000,38000,29000,44000,1,4,2,6,3,0,0,1,1,0,0,3,11,1
1251,8534,1952,S1,Menikah,67433000.0,0,2,16-07-2013,51,615000,28000,259000,12000,48000,30000,4,6,5,13,4,0,1,0,0,0,0,3,11,0
1252,5153,1967,S3,Menikah,77766000.0,0,1,22-02-2013,97,1004000,59000,265000,115000,59000,27000,2,11,10,11,6,1,0,0,0,0,0,3,11,1
1253,961,1972,S1,Menikah,74716000.0,0,1,12-09-2013,92,133000,27000,421000,13000,195000,71000,2,7,3,5,4,0,0,0,0,0,0,3,11,0
1254,5011,1963,S1,Cerai,68118000.0,0,1,18-10-2013,51,595000,23000,123000,10000,23000,154000,2,8,9,4,6,0,0,0,0,0,0,3,11,0
1255,6653,1970,S3,Menikah,55158000.0,1,1,30-07-2012,72,293000,0,87000,4000,11000,23000,4,7,2,5,7,0,0,0,0,0,0,3,11,1
1256,9094,1955,D3,Menikah,62972000.0,0,1,03-08-2012,39,313000,15000,47000,20000,0,192000,2,7,4,3,6,0,0,0,0,0,0,3,11,1
1257,810,1975,S1,Menikah,74190000.0,0,1,12-05-2014,49,151000,81000,86000,168000,91000,64000,2,4,2,11,2,0,0,0,0,0,0,3,11,0
1258,5493,1976,S1,Menikah,39356000.0,1,1,19-03-2014,21,15000,0,2000,0,0,6000,1,1,0,2,6,1,0,0,0,0,0,3,11,0
1259,2147,1969,S1,Bertunangan,76653000.0,0,0,16-08-2013,91,736000,63000,946000,219000,189000,126000,1,4,7,11,2,0,0,1,1,0,0,3,11,0
1260,5107,1973,S3,Cerai,35860000.0,1,1,19-05-2014,37,15000,0,8000,4000,2000,20000,2,1,1,2,5,1,0,0,0,0,0,3,11,0
1261,3979,1983,S3,Cerai,90687000.0,0,0,22-05-2013,98,982000,17000,672000,23000,34000,51000,1,6,2,8,2,0,0,1,0,0,0,3,11,1
1262,6049,1982,S2,Bertunangan,73450000.0,0,0,05-12-2013,85,1142000,51000,415000,90000,69000,37000,1,7,8,11,3,1,0,0,1,0,0,3,11,0
1263,8147,1960,S1,Menikah,31454000.0,1,1,06-07-2013,40,28000,0,11000,0,0,9000,3,2,0,3,8,0,0,0,0,0,0,3,11,0
1264,1857,1952,S1,Lajang,47139000.0,1,1,06-03-2014,2,46000,0,12000,0,2000,23000,2,2,1,2,7,0,0,0,0,0,0,3,11,1
